--------- beginning of main
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.044 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.045 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.062 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.063 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
--------- beginning of system
03-12 22:19:11.066  1171  1171 D io_stats: !@   8,0 r 2676409 91171272 w 2413583 60711164 d 251902 66941304 f 97330 265418 iot 1016292 0 th 0 0 0 pt 0 inp 0 0 37031.751
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ......ID 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:19.742  3003  4415 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.742  3003  4415 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.742  3003  4931 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.742  3003  4931 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.37209702, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.742  3003  4931 D VibratorManagerService: Starting vibrate for vibration 2643
03-12 22:19:19.742  3003  4931 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.742  3003  4931 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.742  3003  4931 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.742  3003  4931 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.742  3003  4931 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.742  4205  4205 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
03-12 22:19:19.742  3003  4415 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.742  3003  4415 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.21753828, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.742  3003  4415 D VibratorManagerService: Starting vibrate for vibration 2644
03-12 22:19:19.742  4205  4205 I AODNotificationManager: updateNotification() 
03-12 22:19:19.742  3003  4415 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.743  3003  4415 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4415 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4415 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4415 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4931 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.743  3003  4931 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.36470622, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.743  3003  4931 D VibratorManagerService: Starting vibrate for vibration 2645
03-12 22:19:19.743  3003  4931 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.743  3003  4931 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4931 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4931 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4931 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.743  4205  4205 D PluginAODManager: onNotificationInfoUpdated() 0
03-12 22:19:19.743  4205  4205 I AODNotificationManager: updateVisibleNotifications: 0
03-12 22:19:19.743  3003  4564 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.743  3003  4564 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.22542049, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.743  3003  4564 D VibratorManagerService: Starting vibrate for vibration 2646
03-12 22:19:19.743  3003  4564 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.743  3003  4564 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4564 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4564 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4564 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.743  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.3794943, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.743  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2647
03-12 22:19:19.743  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.743  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4771 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4771 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4771 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4343 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.743  3003  4343 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.3177347, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.743  3003  4343 D VibratorManagerService: Starting vibrate for vibration 2648
03-12 22:19:19.743  3003  4343 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.743  3003  4343 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4343 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4343 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4343 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.743  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.35542047, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.743  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2649
03-12 22:19:19.743  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.743  2105  2105 I SurfaceFlinger: destroyed Surface(name=Task=201)/@0x36e88fb_transition-leash#16395 form LifecycleManager
03-12 22:19:19.743  2105  2105 I SurfaceFlinger: destroyed Task=201#16333 form LifecycleManager
03-12 22:19:19.743  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4771 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4771 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.743  2105  2105 I SurfaceFlinger: id=16395 onLayerDestroyed from LayerHierarchyBuilder(RequestedLayerState{Surface(name=Task=201)/@0x36e88fb_transition-leash#16395 !handle z=2})
03-12 22:19:19.743  3003  4771 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.743  2105  2105 I SurfaceFlinger: id=16333 onLayerDestroyed from LayerHierarchyBuilder(RequestedLayerState{Task=201#16333 !handle z=5})
03-12 22:19:19.743  4360  4360 I SprWallpaper|FoldInteractive: seekTo: frame[86], time[716666]
03-12 22:19:19.743  3003  4343 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.743  2022  2124 I HYPER-HAL: [RequestManager.cpp]acquire(): Acquired ID : 29163677  [2025 / 5611]    HINT :      list : [TID_LOW_LATENCY / 0] [TID / 4392] [TID / 4393] [TID / 4205] [TID / 4394] 
03-12 22:19:19.743  3003  4343 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.29652599, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.743  3003  4343 D VibratorManagerService: Starting vibrate for vibration 2650
03-12 22:19:19.743  3003  4343 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.743  3003  4343 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4343 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.743  3003  4343 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4343 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.743  3003  4564 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.743  3003  4564 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.2041731, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.743  3003  4564 D VibratorManagerService: Starting vibrate for vibration 2651
03-12 22:19:19.743  2022  2124 I HYPER-HAL: [RequestManager.cpp]acquire(): Acquired ID : 29171315  [2025 / 5612]    HINT :      list : [UCLAMP_MIN_BOOST / 0] [TID / 4392] [TID / 4393] [TID / 4205] [TID / 4394] 
03-12 22:19:19.743  3003  4564 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.743  3003  4564 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4343 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4343 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.3296287, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Starting vibrate for vibration 2652
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
